1CS-1	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	13	40
1CS-1	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	37	119
1CS-1	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	76	217
1CS-1	SUPERINTENDENT OF SCHOOLS	WRITE-IN	0	4
1CS-1	TREASURER	FIONA MA	57	153
1CS-1	TREASURER	GREG CONLON	16	51
1CS-1	TREASURER	JACK M. GUERRERO	19	62
1CS-1	TREASURER	KEVIN AKIN	4	5
1CS-1	TREASURER	VIVEK VISWANATHAN	19	40
1CS-1	TREASURER	WRITE-IN	0	2
1CS-1	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	86	238
1CS-1	TREASURER-TAX COLLECTOR	WRITE-IN	0	1
1CS-1	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	7	13
1CS-1	UNITED STATE REPRESENTATIVE	DALE K. MENSING	31	101
1CS-1	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	80	206
1CS-1	UNITED STATE REPRESENTATIVE	WRITE-IN	0	2
1CS-1	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS	3	4
1CS-1	UNITED STATE SENATOR	ALISON HARTSON	4	6
1CS-1	UNITED STATE SENATOR	ARUN K. BHUMITRA	2	7
1CS-1	UNITED STATE SENATOR	COLLEEN SHEA FERNALD	0	0
1CS-1	UNITED STATE SENATOR	DAVID HILDEBRAND	1	2
1CS-1	UNITED STATE SENATOR	DAVID MOORE	0	0
1CS-1	UNITED STATE SENATOR	DERRICK MICHAEL REID	0	1
1CS-1	UNITED STATE SENATOR	DIANNE FEINSTEIN	55	142
1CS-1	UNITED STATE SENATOR	DON J. GRUNDMANN	1	3
1CS-1	UNITED STATE SENATOR	DONNIE O. TURNER	1	1
1CS-1	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE	2	7
1CS-1	UNITED STATE SENATOR	ERIN CRUZ	4	12
1CS-1	UNITED STATE SENATOR	GERALD PLUMMER	0	2
1CS-1	UNITED STATE SENATOR	HERBERT G. PETERS	1	1
1CS-1	UNITED STATE SENATOR	JAMES P. BRADLEY	11	38
1CS-1	UNITED STATE SENATOR	JASON M. HANANIA	0	0
1CS-1	UNITED STATE SENATOR	JERRY JOSEPH LAWS	2	11
1CS-1	UNITED STATE SENATOR	"JOHN ""JACK"" CREW"	2	8
1CS-1	UNITED STATE SENATOR	JOHN THOMPSON PARKER	2	3
1CS-1	UNITED STATE SENATOR	KEVIN DE LEON	14	41
1CS-1	UNITED STATE SENATOR	KEVIN MOTTUS	0	1
1CS-1	UNITED STATE SENATOR	LEE OLSON	0	0
1CS-1	UNITED STATE SENATOR	LING LING SHI	0	0
1CS-1	UNITED STATE SENATOR	MARIO NABLIBA	2	4
1CS-1	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS	0	0
1CS-1	UNITED STATE SENATOR	PAT HARRIS	3	5
1CS-1	UNITED STATE SENATOR	PATRICK LITTLE	3	5
1CS-1	UNITED STATE SENATOR	PAUL A. TAYLOR	3	11
1CS-1	UNITED STATE SENATOR	RASH BIHARI GHOSH	0	0
1CS-1	UNITED STATE SENATOR	"ROQUE ""ROCKY"" DE LA FUENTE"	2	6
1CS-1	UNITED STATE SENATOR	TIM GILDERSLEEVE	0	0
1CS-1	UNITED STATE SENATOR	TOM PALZER	3	6
1CS-1	UNITED STATE SENATOR	WRITE-IN	0	1
1CS-2	ASSESSOR	MARI A. WILSON	112	282
1CS-2	ASSESSOR	WRITE-IN	0	1
1CS-2	ATTORNEY GENERAL	DAVE JONES	14	35
1CS-2	ATTORNEY GENERAL	ERIC EARLY	17	55
1CS-2	ATTORNEY GENERAL	STEVEN C. BAILEY	40	103
1CS-2	ATTORNEY GENERAL	XAVIER BECERRA	65	156
1CS-2	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	62	148
1CS-2	AUDITOR-CONTROLLER	MIKE LORIG	68	163
1CS-2	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	112	288
1CS-2	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITE-IN	0	1
1CS-2	CONTROLLER	BETTY T. YEE	81	199
1CS-2	CONTROLLER	KONSTANTINOS RODITIS	49	142
1CS-2	CONTROLLER	MARY LOU FINLEY	9	12
1CS-2	DISTRICT ATTORNEY	MAGGIE FLEMING	118	301
1CS-2	GOVERNOR	AKINYEMI AGBEDE	1	3
1CS-2	GOVERNOR	ALBERT CAESAR MEZZETTI	0	0
1CS-2	GOVERNOR	AMANDA RENTERIA	1	4
1CS-2	GOVERNOR	ANTONIO VILLARAIGOSA	11	16
1CS-2	GOVERNOR	CHRISTOPHER N. CARLSON	0	0
1CS-2	GOVERNOR	DELAINE EASTIN	13	35
1CS-2	GOVERNOR	DESMOND SILVEIRA	0	0
1CS-2	GOVERNOR	GAVIN NEWSOM	48	121
1CS-2	GOVERNOR	GLORIA ESTELA LA RIVA	1	1
1CS-2	GOVERNOR	"HAKAN ""HAWK"" MIKADO"	0	0
1CS-2	GOVERNOR	J. BRIBIESCA	0	5
1CS-2	GOVERNOR	JEFFREY EDWARD TAYLOR	0	0
1CS-2	GOVERNOR	JOHN CHIANG	7	17
1CS-2	GOVERNOR	JOHN H. COX	40	105
1CS-2	GOVERNOR	JOHNNY WATTENBURG	0	0
1CS-2	GOVERNOR	JOSH JONES	0	1
1CS-2	GOVERNOR	KLEMENT TINAJ	0	0
1CS-2	GOVERNOR	MICHAEL SHELLENBERGER	1	2
1CS-2	GOVERNOR	NICKOLAS WILDSTAR	0	0
1CS-2	GOVERNOR	PETER Y. LIU	1	4
1CS-2	GOVERNOR	ROBERT C. NEWMAN, II	0	1
1CS-2	GOVERNOR	ROBERT DAVIDSON GRIFFIS	0	0
1CS-2	GOVERNOR	SHUBHAM GOEL	0	0
1CS-2	GOVERNOR	THOMAS JEFFERSON CARES	0	0
1CS-2	GOVERNOR	TRAVIS ALLEN	18	50
1CS-2	GOVERNOR	YVONNE GIRARD	0	4
1CS-2	GOVERNOR	ZOLTAN ISTVAN	0	0
1CS-2	INSURANCE COMMISSIONER	ASIF MAHMOOD	15	48
1CS-2	INSURANCE COMMISSIONER	NATHALIE HRIZI	7	19
1CS-2	INSURANCE COMMISSIONER	RICARDO LARA	55	125
1CS-2	INSURANCE COMMISSIONER	STEVE POIZNER	44	107
1CS-2	JUDGE OF THE SUPERIOR COURT	LATHE GILL	38	85
1CS-2	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	94	241
1CS-2	LIEUTENANT GOVERNOR	CAMERON GHARABIKLOU	0	4
1CS-2	LIEUTENANT GOVERNOR	COLE HARRIS	26	68
1CS-2	LIEUTENANT GOVERNOR	DANNY THOMAS	0	0
1CS-2	LIEUTENANT GOVERNOR	DAVID FENNELL	11	50
1CS-2	LIEUTENANT GOVERNOR	DAVID R. HERNANDEZ	15	30
1CS-2	LIEUTENANT GOVERNOR	ED HERNANDEZ	25	51
1CS-2	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	26	62
1CS-2	LIEUTENANT GOVERNOR	GAYLE MCLAUGHLIN	8	21
1CS-2	LIEUTENANT GOVERNOR	JEFF BLEICH	17	38
1CS-2	LIEUTENANT GOVERNOR	LYDIA ORTEGA	6	18
1CS-2	LIEUTENANT GOVERNOR	TIM FERREIRA	1	3
1CS-2	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	83	189
1CS-2	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	55	157
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	BARRY CHANG	8	15
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	30	74
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	37	92
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	58	156
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	WRITE-IN	0	4
1CS-2	PROPOSITION 68	NO	67	180
1CS-2	PROPOSITION 68	YES	72	169
1CS-2	PROPOSITION 69	NO	24	66
1CS-2	PROPOSITION 69	YES	115	285
1CS-2	PROPOSITION 70	NO	94	243
1CS-2	PROPOSITION 70	YES	42	93
1CS-2	PROPOSITION 71	NO	29	77
1CS-2	PROPOSITION 71	YES	108	260
1CS-2	PROPOSITION 72	NO	25	63
1CS-2	PROPOSITION 72	YES	114	283
1CS-2	SECRETARY OF STATE	ALEX PADILLA	67	161
1CS-2	SECRETARY OF STATE	C.T. WEBER	3	3
1CS-2	SECRETARY OF STATE	ERIK RYDBERG	1	6
1CS-2	SECRETARY OF STATE	GAIL K. LIGHTFOOT	3	8
1CS-2	SECRETARY OF STATE	MARK P. MEUSER	40	119
1CS-2	SECRETARY OF STATE	MICHAEL FEINSTEIN	5	6
1CS-2	SECRETARY OF STATE	RAUL RODRIGUEZ JR	13	30
1CS-2	SECRETARY OF STATE	RUBEN MAJOR	6	17
1CS-2	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	"WILLIAM ""BILLY"" HONSAL"	117	301
1CS-2	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WRITE-IN	0	1
1CS-2	STATE SENATOR	MIKE MCGUIRE	95	218
1CS-2	STATE SENATOR	"VERONICA ""RONI"" JACOBI"	21	61
1CS-2	STATE SENATOR	WRITE-IN	0	5
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	23	44
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	31	81
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	19	52
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	55	139
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	WRITE-IN	0	1
1CS-2	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	101	248
1CS-2	SUPERINTENDENT OF SCHOOLS	WRITE-IN	0	3
1CS-2	TREASURER	FIONA MA	62	142
1CS-2	TREASURER	GREG CONLON	26	75
1CS-2	TREASURER	JACK M. GUERRERO	30	87
1CS-2	TREASURER	KEVIN AKIN	4	5
1CS-2	TREASURER	VIVEK VISWANATHAN	14	38
1CS-2	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	112	291
1CS-2	TREASURER-TAX COLLECTOR	WRITE-IN	0	2
1CS-2	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	6	13
1CS-2	UNITED STATE REPRESENTATIVE	DALE K. MENSING	51	142
1CS-2	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	80	197
1CS-2	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS	2	5
1CS-2	UNITED STATE SENATOR	ALISON HARTSON	4	7
1CS-2	UNITED STATE SENATOR	ARUN K. BHUMITRA	3	6
1CS-2	UNITED STATE SENATOR	COLLEEN SHEA FERNALD	1	1
1CS-2	UNITED STATE SENATOR	DAVID HILDEBRAND	0	2
1CS-2	UNITED STATE SENATOR	DAVID MOORE	0	0
1CS-2	UNITED STATE SENATOR	DERRICK MICHAEL REID	0	2
1CS-2	UNITED STATE SENATOR	DIANNE FEINSTEIN	59	141
1CS-2	UNITED STATE SENATOR	DON J. GRUNDMANN	0	2
1CS-2	UNITED STATE SENATOR	DONNIE O. TURNER	0	1
1CS-2	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE	1	8
1CS-2	UNITED STATE SENATOR	ERIN CRUZ	4	15
1CS-2	UNITED STATE SENATOR	GERALD PLUMMER	0	0
1CS-2	UNITED STATE SENATOR	HERBERT G. PETERS	3	4
1CS-2	UNITED STATE SENATOR	JAMES P. BRADLEY	13	40
1CS-2	UNITED STATE SENATOR	JASON M. HANANIA	1	1
1CS-2	UNITED STATE SENATOR	JERRY JOSEPH LAWS	1	6
1CS-2	UNITED STATE SENATOR	"JOHN ""JACK"" CREW"	3	6
1CS-2	UNITED STATE SENATOR	JOHN THOMPSON PARKER	2	2
1CS-2	UNITED STATE SENATOR	KEVIN DE LEON	8	29
1CS-2	UNITED STATE SENATOR	KEVIN MOTTUS	2	3
1CS-2	UNITED STATE SENATOR	LEE OLSON	0	0
1CS-2	UNITED STATE SENATOR	LING LING SHI	0	0
1CS-2	UNITED STATE SENATOR	MARIO NABLIBA	3	3
1CS-2	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS	0	0
1CS-2	UNITED STATE SENATOR	PAT HARRIS	3	4
1CS-2	UNITED STATE SENATOR	PATRICK LITTLE	1	1
1CS-2	UNITED STATE SENATOR	PAUL A. TAYLOR	16	32
1CS-2	UNITED STATE SENATOR	RASH BIHARI GHOSH	0	0
1CS-2	UNITED STATE SENATOR	"ROQUE ""ROCKY"" DE LA FUENTE"	2	5
1CS-2	UNITED STATE SENATOR	TIM GILDERSLEEVE	0	0
1CS-2	UNITED STATE SENATOR	TOM PALZER	6	32
1CS-3	ASSESSOR	MARI A. WILSON	96	277
1CS-3	ASSESSOR	WRITE-IN	0	3
1CS-3	ATTORNEY GENERAL	DAVE JONES	11	32
1CS-3	ATTORNEY GENERAL	ERIC EARLY	38	64
1CS-3	ATTORNEY GENERAL	STEVEN C. BAILEY	31	85
1CS-3	ATTORNEY GENERAL	XAVIER BECERRA	34	145
1CS-3	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	35	122
1CS-3	AUDITOR-CONTROLLER	MIKE LORIG	67	166
1CS-3	AUDITOR-CONTROLLER	WRITE-IN	0	2
1CS-3	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	96	280
1CS-3	CLERK, RECORDER, REGISTRAR OF VOTERS	WRITE-IN	0	3
1CS-3	CONTROLLER	BETTY T. YEE	55	199
1CS-3	CONTROLLER	KONSTANTINOS RODITIS	59	120
1CS-3	CONTROLLER	MARY LOU FINLEY	1	7
1CS-3	CONTROLLER	WRITE-IN	0	1
1CS-3	DISTRICT ATTORNEY	MAGGIE FLEMING	102	288
1CS-3	DISTRICT ATTORNEY	WRITE-IN	0	5
1CS-3	GOVERNOR	AKINYEMI AGBEDE	0	1
1CS-3	GOVERNOR	ALBERT CAESAR MEZZETTI	0	0
1CS-3	GOVERNOR	AMANDA RENTERIA	0	6
1CS-3	GOVERNOR	ANTONIO VILLARAIGOSA	7	16
1CS-3	GOVERNOR	CHRISTOPHER N. CARLSON	0	0
1CS-3	GOVERNOR	DELAINE EASTIN	9	22
1CS-3	GOVERNOR	DESMOND SILVEIRA	0	0
1CS-3	GOVERNOR	GAVIN NEWSOM	27	112
1CS-3	GOVERNOR	GLORIA ESTELA LA RIVA	0	2
1CS-3	GOVERNOR	"HAKAN ""HAWK"" MIKADO"	0	0
1CS-3	GOVERNOR	J. BRIBIESCA	0	4
1CS-3	GOVERNOR	JEFFREY EDWARD TAYLOR	0	0
1CS-3	GOVERNOR	JOHN CHIANG	6	22
1CS-3	GOVERNOR	JOHN H. COX	51	99
1CS-3	GOVERNOR	JOHNNY WATTENBURG	1	1
1CS-3	GOVERNOR	JOSH JONES	0	0
1CS-3	GOVERNOR	KLEMENT TINAJ	0	0
1CS-3	GOVERNOR	MICHAEL SHELLENBERGER	0	3
1CS-3	GOVERNOR	NICKOLAS WILDSTAR	0	0
1CS-3	GOVERNOR	PETER Y. LIU	0	1
1CS-3	GOVERNOR	ROBERT C. NEWMAN, II	1	2
1CS-3	GOVERNOR	ROBERT DAVIDSON GRIFFIS	0	2
1CS-3	GOVERNOR	SHUBHAM GOEL	0	0
1CS-3	GOVERNOR	THOMAS JEFFERSON CARES	0	0
1CS-3	GOVERNOR	TRAVIS ALLEN	13	39
1CS-3	GOVERNOR	YVONNE GIRARD	2	3
1CS-3	GOVERNOR	ZOLTAN ISTVAN	0	0
1CS-3	INSURANCE COMMISSIONER	ASIF MAHMOOD	19	44
1CS-3	INSURANCE COMMISSIONER	NATHALIE HRIZI	0	6
1CS-3	INSURANCE COMMISSIONER	RICARDO LARA	32	113
1CS-3	INSURANCE COMMISSIONER	STEVE POIZNER	47	121
1CS-3	INSURANCE COMMISSIONER	WRITE-IN	0	2
1CS-3	JUDGE OF THE SUPERIOR COURT	LATHE GILL	17	52
1CS-3	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	87	253
1CS-3	JUDGE OF THE SUPERIOR COURT	WRITE-IN	0	1
1CS-3	LIEUTENANT GOVERNOR	CAMERON GHARABIKLOU	1	2
1CS-3	LIEUTENANT GOVERNOR	COLE HARRIS	23	48
1CS-3	LIEUTENANT GOVERNOR	DANNY THOMAS	2	2
1CS-3	LIEUTENANT GOVERNOR	DAVID FENNELL	21	47
1CS-3	LIEUTENANT GOVERNOR	DAVID R. HERNANDEZ	8	20
1CS-3	LIEUTENANT GOVERNOR	ED HERNANDEZ	15	62
1CS-3	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	19	68
1CS-3	LIEUTENANT GOVERNOR	GAYLE MCLAUGHLIN	3	7
1CS-3	LIEUTENANT GOVERNOR	JEFF BLEICH	8	28
1CS-3	LIEUTENANT GOVERNOR	LYDIA ORTEGA	9	24
1CS-3	LIEUTENANT GOVERNOR	TIM FERREIRA	3	4
1CS-3	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	52	190
1CS-3	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	64	139
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	BARRY CHANG	2	8
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	20	85
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	22	65
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	67	147
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	WRITE-IN	0	1
1CS-3	PROPOSITION 68	NO	69	163
1CS-3	PROPOSITION 68	YES	45	157
1CS-3	PROPOSITION 69	NO	19	38
1CS-3	PROPOSITION 69	YES	93	280
1CS-3	PROPOSITION 70	NO	76	207
1CS-3	PROPOSITION 70	YES	29	90
1CS-3	PROPOSITION 71	NO	32	71
1CS-3	PROPOSITION 71	YES	73	232
1CS-3	PROPOSITION 72	NO	23	52
1CS-3	PROPOSITION 72	YES	87	258
1CS-3	SECRETARY OF STATE	ALEX PADILLA	45	165
1CS-3	SECRETARY OF STATE	C.T. WEBER	1	2
1CS-3	SECRETARY OF STATE	ERIK RYDBERG	1	4
1CS-3	SECRETARY OF STATE	GAIL K. LIGHTFOOT	2	5
1CS-3	SECRETARY OF STATE	MARK P. MEUSER	50	116
1CS-3	SECRETARY OF STATE	MICHAEL FEINSTEIN	2	2
1CS-3	SECRETARY OF STATE	RAUL RODRIGUEZ JR	12	22
1CS-3	SECRETARY OF STATE	RUBEN MAJOR	3	13
1CS-3	SECRETARY OF STATE	WRITE-IN	0	1
1CS-3	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	"WILLIAM ""BILLY"" HONSAL"	103	288
1CS-3	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WRITE-IN	0	1
1CS-3	STATE SENATOR	MIKE MCGUIRE	69	217
1CS-3	STATE SENATOR	"VERONICA ""RONI"" JACOBI"	21	52
1CS-3	STATE SENATOR	WRITE-IN	0	13
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	16	57
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	36	86
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	12	37
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	38	116
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	WRITE-IN	0	2
1CS-3	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	78	243
1CS-3	SUPERINTENDENT OF SCHOOLS	WRITE-IN	0	8
1CS-3	TREASURER	FIONA MA	40	146
1CS-3	TREASURER	GREG CONLON	31	74
1CS-3	TREASURER	JACK M. GUERRERO	35	77
1CS-3	TREASURER	KEVIN AKIN	1	4
1CS-3	TREASURER	VIVEK VISWANATHAN	5	17
1CS-3	TREASURER	WRITE-IN	0	1
1CS-3	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	96	273
1CS-3	TREASURER-TAX COLLECTOR	WRITE-IN	0	2
1CS-3	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	3	11
1CS-3	UNITED STATE REPRESENTATIVE	DALE K. MENSING	57	122
1CS-3	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	59	199
1CS-3	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS	0	3
1CS-3	UNITED STATE SENATOR	ALISON HARTSON	1	5
1CS-3	UNITED STATE SENATOR	ARUN K. BHUMITRA	1	1
1CS-3	UNITED STATE SENATOR	COLLEEN SHEA FERNALD	0	0
1CS-3	UNITED STATE SENATOR	DAVID HILDEBRAND	0	2
1CS-3	UNITED STATE SENATOR	DAVID MOORE	0	3
