1CS-1	LIEUTENANT GOVERNOR	JEFF BLEICH	10
1CS-1	LIEUTENANT GOVERNOR	LYDIA ORTEGA	5
1CS-1	LIEUTENANT GOVERNOR	TIM FERREIRA	2
1CS-1	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	77
1CS-1	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	36
1CS-1	MEMBER STATE BOARD OF EQUILIZATION	BARRY CHANG	4
1CS-1	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	30
1CS-1	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	41
1CS-1	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	32
1CS-1	PROPOSITION 68	NO	41
1CS-1	PROPOSITION 68	YES	75
1CS-1	PROPOSITION 69	NO	19
1CS-1	PROPOSITION 69	YES	96
1CS-1	PROPOSITION 70	NO	81
1CS-1	PROPOSITION 70	YES	30
1CS-1	PROPOSITION 71	NO	24
1CS-1	PROPOSITION 71	YES	90
1CS-1	PROPOSITION 72	NO	10
1CS-1	PROPOSITION 72	YES	106
1CS-1	SECRETARY OF STATE	ALEX PADILLA	64
1CS-1	SECRETARY OF STATE	C.T. WEBER	2
1CS-1	SECRETARY OF STATE	ERIK RYDBERG	7
1CS-1	SECRETARY OF STATE	GAIL K. LIGHTFOOT	2
1CS-1	SECRETARY OF STATE	MARK P. MEUSER	22
1CS-1	SECRETARY OF STATE	MICHAEL FEINSTEIN	1
1CS-1	SECRETARY OF STATE	RAUL RODRIGUEZ JR	8
1CS-1	SECRETARY OF STATE	RUBEN MAJOR	8
1CS-1	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	92
1CS-1	STATE SENATOR	MIKE MCGUIRE	72
1CS-1	STATE SENATOR	VERONICA "RONI" JACOBI	24
1CS-1	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	27
1CS-1	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	24
1CS-1	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	13
1CS-1	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	37
1CS-1	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	76
1CS-1	TREASURER	FIONA MA	57
1CS-1	TREASURER	GREG CONLON	16
1CS-1	TREASURER	JACK M. GUERRERO	19
1CS-1	TREASURER	KEVIN AKIN	4
1CS-1	TREASURER	VIVEK VISWANATHAN	19
1CS-1	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	86
1CS-1	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	7
1CS-1	UNITED STATE REPRESENTATIVE	DALE K. MENSING	31
1CS-1	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	80
1CS-1	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS	3
1CS-1	UNITED STATE SENATOR	ALISON HARTSON	4
1CS-1	UNITED STATE SENATOR	ARUN K. BHUMITRA	2
1CS-1	UNITED STATE SENATOR	COLLEEN SHEA FERNALD	0
1CS-1	UNITED STATE SENATOR	DAVID HILDEBRAND	1
1CS-1	UNITED STATE SENATOR	DAVID MOORE	0
1CS-1	UNITED STATE SENATOR	DERRICK MICHAEL REID	0
1CS-1	UNITED STATE SENATOR	DIANNE FEINSTEIN	55
1CS-1	UNITED STATE SENATOR	DON J. GRUNDMANN	1
1CS-1	UNITED STATE SENATOR	DONNIE O. TURNER	1
1CS-1	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE	2
1CS-1	UNITED STATE SENATOR	ERIN CRUZ	4
1CS-1	UNITED STATE SENATOR	GERALD PLUMMER	0
1CS-1	UNITED STATE SENATOR	HERBERT G. PETERS	1
1CS-1	UNITED STATE SENATOR	JAMES P. BRADLEY	11
1CS-1	UNITED STATE SENATOR	JASON M. HANANIA	0
1CS-1	UNITED STATE SENATOR	JERRY JOSEPH LAWS	2
1CS-1	UNITED STATE SENATOR	JOHN "JACK" CREW	2
1CS-1	UNITED STATE SENATOR	JOHN THOMPSON PARKER	2
1CS-1	UNITED STATE SENATOR	KEVIN DE LEON	14
1CS-1	UNITED STATE SENATOR	KEVIN MOTTUS	0
1CS-1	UNITED STATE SENATOR	LEE OLSON	0
1CS-1	UNITED STATE SENATOR	LING LING SHI	0
1CS-1	UNITED STATE SENATOR	MARIO NABLIBA	2
1CS-1	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS	0
1CS-1	UNITED STATE SENATOR	PAT HARRIS	3
1CS-1	UNITED STATE SENATOR	PATRICK LITTLE	3
1CS-1	UNITED STATE SENATOR	PAUL A. TAYLOR	3
1CS-1	UNITED STATE SENATOR	RASH BIHARI GHOSH	0
1CS-1	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE	2
1CS-1	UNITED STATE SENATOR	TIM GILDERSLEEVE	0
1CS-1	UNITED STATE SENATOR	TOM PALZER	3
1CS-2	ASSESSOR	MARI A. WILSON	112
1CS-2	ATTORNEY GENERAL	DAVE JONES	14
1CS-2	ATTORNEY GENERAL	ERIC EARLY	17
1CS-2	ATTORNEY GENERAL	STEVEN C. BAILEY	40
1CS-2	ATTORNEY GENERAL	XAVIER BECERRA	65
1CS-2	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	62
1CS-2	AUDITOR-CONTROLLER	MIKE LORIG	68
1CS-2	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	112
1CS-2	CONTROLLER	BETTY T. YEE	81
1CS-2	CONTROLLER	KONSTANTINOS RODITIS	49
1CS-2	CONTROLLER	MARY LOU FINLEY	9
1CS-2	DISTRICT ATTORNEY	MAGGIE FLEMING	118
1CS-2	GOVERNOR	AKINYEMI AGBEDE	1
1CS-2	GOVERNOR	ALBERT CAESAR MEZZETTI	0
1CS-2	GOVERNOR	AMANDA RENTERIA	1
1CS-2	GOVERNOR	ANTONIO VILLARAIGOSA	11
1CS-2	GOVERNOR	CHRISTOPHER N. CARLSON	0
1CS-2	GOVERNOR	DELAINE EASTIN	13
1CS-2	GOVERNOR	DESMOND SILVEIRA	0
1CS-2	GOVERNOR	GAVIN NEWSOM	48
1CS-2	GOVERNOR	GLORIA ESTELA LA RIVA	1
1CS-2	GOVERNOR	HAKAN "HAWK" MIKADO	0
1CS-2	GOVERNOR	J. BRIBIESCA	0
1CS-2	GOVERNOR	JEFFREY EDWARD TAYLOR	0
1CS-2	GOVERNOR	JOHN CHIANG	7
1CS-2	GOVERNOR	JOHN H. COX	40
1CS-2	GOVERNOR	JOHNNY WATTENBURG	0
1CS-2	GOVERNOR	JOSH JONES	0
1CS-2	GOVERNOR	KLEMENT TINAJ	0
1CS-2	GOVERNOR	MICHAEL SHELLENBERGER	1
1CS-2	GOVERNOR	NICKOLAS WILDSTAR	0
1CS-2	GOVERNOR	PETER Y. LIU	1
1CS-2	GOVERNOR	ROBERT C. NEWMAN, II	0
1CS-2	GOVERNOR	ROBERT DAVIDSON GRIFFIS	0
1CS-2	GOVERNOR	SHUBHAM GOEL	0
1CS-2	GOVERNOR	THOMAS JEFFERSON CARES	0
1CS-2	GOVERNOR	TRAVIS ALLEN	18
1CS-2	GOVERNOR	YVONNE GIRARD	0
1CS-2	GOVERNOR	ZOLTAN ISTVAN	0
1CS-2	INSURANCE COMMISSIONER	ASIF MAHMOOD	15
1CS-2	INSURANCE COMMISSIONER	NATHALIE HRIZI	7
1CS-2	INSURANCE COMMISSIONER	RICARDO LARA	55
1CS-2	INSURANCE COMMISSIONER	STEVE POIZNER	44
1CS-2	JUDGE OF THE SUPERIOR COURT	LATHE GILL	38
1CS-2	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	94
1CS-2	LIEUTENANT GOVERNOR	CAMERON GHARABIKLOU	0
1CS-2	LIEUTENANT GOVERNOR	COLE HARRIS	26
1CS-2	LIEUTENANT GOVERNOR	DANNY THOMAS	0
1CS-2	LIEUTENANT GOVERNOR	DAVID FENNELL	11
1CS-2	LIEUTENANT GOVERNOR	DAVID R. HERNANDEZ	15
1CS-2	LIEUTENANT GOVERNOR	ED HERNANDEZ	25
1CS-2	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	26
1CS-2	LIEUTENANT GOVERNOR	GAYLE MCLAUGHLIN	8
1CS-2	LIEUTENANT GOVERNOR	JEFF BLEICH	17
1CS-2	LIEUTENANT GOVERNOR	LYDIA ORTEGA	6
1CS-2	LIEUTENANT GOVERNOR	TIM FERREIRA	1
1CS-2	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	83
1CS-2	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	55
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	BARRY CHANG	8
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	30
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	37
1CS-2	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	58
1CS-2	PROPOSITION 68	NO	67
1CS-2	PROPOSITION 68	YES	72
1CS-2	PROPOSITION 69	NO	24
1CS-2	PROPOSITION 69	YES	115
1CS-2	PROPOSITION 70	NO	94
1CS-2	PROPOSITION 70	YES	42
1CS-2	PROPOSITION 71	NO	29
1CS-2	PROPOSITION 71	YES	108
1CS-2	PROPOSITION 72	NO	25
1CS-2	PROPOSITION 72	YES	114
1CS-2	SECRETARY OF STATE	ALEX PADILLA	67
1CS-2	SECRETARY OF STATE	C.T. WEBER	3
1CS-2	SECRETARY OF STATE	ERIK RYDBERG	1
1CS-2	SECRETARY OF STATE	GAIL K. LIGHTFOOT	3
1CS-2	SECRETARY OF STATE	MARK P. MEUSER	40
1CS-2	SECRETARY OF STATE	MICHAEL FEINSTEIN	5
1CS-2	SECRETARY OF STATE	RAUL RODRIGUEZ JR	13
1CS-2	SECRETARY OF STATE	RUBEN MAJOR	6
1CS-2	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	117
1CS-2	STATE SENATOR	MIKE MCGUIRE	95
1CS-2	STATE SENATOR	VERONICA "RONI" JACOBI	21
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	23
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	31
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	19
1CS-2	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	55
1CS-2	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	101
1CS-2	TREASURER	FIONA MA	62
1CS-2	TREASURER	GREG CONLON	26
1CS-2	TREASURER	JACK M. GUERRERO	30
1CS-2	TREASURER	KEVIN AKIN	4
1CS-2	TREASURER	VIVEK VISWANATHAN	14
1CS-2	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	112
1CS-2	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	6
1CS-2	UNITED STATE REPRESENTATIVE	DALE K. MENSING	51
1CS-2	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	80
1CS-2	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS	2
1CS-2	UNITED STATE SENATOR	ALISON HARTSON	4
1CS-2	UNITED STATE SENATOR	ARUN K. BHUMITRA	3
1CS-2	UNITED STATE SENATOR	COLLEEN SHEA FERNALD	1
1CS-2	UNITED STATE SENATOR	DAVID HILDEBRAND	0
1CS-2	UNITED STATE SENATOR	DAVID MOORE	0
1CS-2	UNITED STATE SENATOR	DERRICK MICHAEL REID	0
1CS-2	UNITED STATE SENATOR	DIANNE FEINSTEIN	59
1CS-2	UNITED STATE SENATOR	DON J. GRUNDMANN	0
1CS-2	UNITED STATE SENATOR	DONNIE O. TURNER	0
1CS-2	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE	1
1CS-2	UNITED STATE SENATOR	ERIN CRUZ	4
1CS-2	UNITED STATE SENATOR	GERALD PLUMMER	0
1CS-2	UNITED STATE SENATOR	HERBERT G. PETERS	3
1CS-2	UNITED STATE SENATOR	JAMES P. BRADLEY	13
1CS-2	UNITED STATE SENATOR	JASON M. HANANIA	1
1CS-2	UNITED STATE SENATOR	JERRY JOSEPH LAWS	1
1CS-2	UNITED STATE SENATOR	JOHN "JACK" CREW	3
1CS-2	UNITED STATE SENATOR	JOHN THOMPSON PARKER	2
1CS-2	UNITED STATE SENATOR	KEVIN DE LEON	8
1CS-2	UNITED STATE SENATOR	KEVIN MOTTUS	2
1CS-2	UNITED STATE SENATOR	LEE OLSON	0
1CS-2	UNITED STATE SENATOR	LING LING SHI	0
1CS-2	UNITED STATE SENATOR	MARIO NABLIBA	3
1CS-2	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS	0
1CS-2	UNITED STATE SENATOR	PAT HARRIS	3
1CS-2	UNITED STATE SENATOR	PATRICK LITTLE	1
1CS-2	UNITED STATE SENATOR	PAUL A. TAYLOR	16
1CS-2	UNITED STATE SENATOR	RASH BIHARI GHOSH	0
1CS-2	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE	2
1CS-2	UNITED STATE SENATOR	TIM GILDERSLEEVE	0
1CS-2	UNITED STATE SENATOR	TOM PALZER	6
1CS-3	ASSESSOR	MARI A. WILSON	96
1CS-3	ATTORNEY GENERAL	DAVE JONES	11
1CS-3	ATTORNEY GENERAL	ERIC EARLY	38
1CS-3	ATTORNEY GENERAL	STEVEN C. BAILEY	31
1CS-3	ATTORNEY GENERAL	XAVIER BECERRA	34
1CS-3	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	35
1CS-3	AUDITOR-CONTROLLER	MIKE LORIG	67
1CS-3	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	96
1CS-3	CONTROLLER	BETTY T. YEE	55
1CS-3	CONTROLLER	KONSTANTINOS RODITIS	59
1CS-3	CONTROLLER	MARY LOU FINLEY	1
1CS-3	DISTRICT ATTORNEY	MAGGIE FLEMING	102
1CS-3	GOVERNOR	AKINYEMI AGBEDE	0
1CS-3	GOVERNOR	ALBERT CAESAR MEZZETTI	0
1CS-3	GOVERNOR	AMANDA RENTERIA	0
1CS-3	GOVERNOR	ANTONIO VILLARAIGOSA	7
1CS-3	GOVERNOR	CHRISTOPHER N. CARLSON	0
1CS-3	GOVERNOR	DELAINE EASTIN	9
1CS-3	GOVERNOR	DESMOND SILVEIRA	0
1CS-3	GOVERNOR	GAVIN NEWSOM	27
1CS-3	GOVERNOR	GLORIA ESTELA LA RIVA	0
1CS-3	GOVERNOR	HAKAN "HAWK" MIKADO	0
1CS-3	GOVERNOR	J. BRIBIESCA	0
1CS-3	GOVERNOR	JEFFREY EDWARD TAYLOR	0
1CS-3	GOVERNOR	JOHN CHIANG	6
1CS-3	GOVERNOR	JOHN H. COX	51
1CS-3	GOVERNOR	JOHNNY WATTENBURG	1
1CS-3	GOVERNOR	JOSH JONES	0
1CS-3	GOVERNOR	KLEMENT TINAJ	0
1CS-3	GOVERNOR	MICHAEL SHELLENBERGER	0
1CS-3	GOVERNOR	NICKOLAS WILDSTAR	0
1CS-3	GOVERNOR	PETER Y. LIU	0
1CS-3	GOVERNOR	ROBERT C. NEWMAN, II	1
1CS-3	GOVERNOR	ROBERT DAVIDSON GRIFFIS	0
1CS-3	GOVERNOR	SHUBHAM GOEL	0
1CS-3	GOVERNOR	THOMAS JEFFERSON CARES	0
1CS-3	GOVERNOR	TRAVIS ALLEN	13
1CS-3	GOVERNOR	YVONNE GIRARD	2
1CS-3	GOVERNOR	ZOLTAN ISTVAN	0
1CS-3	INSURANCE COMMISSIONER	ASIF MAHMOOD	19
1CS-3	INSURANCE COMMISSIONER	NATHALIE HRIZI	0
1CS-3	INSURANCE COMMISSIONER	RICARDO LARA	32
1CS-3	INSURANCE COMMISSIONER	STEVE POIZNER	47
1CS-3	JUDGE OF THE SUPERIOR COURT	LATHE GILL	17
1CS-3	JUDGE OF THE SUPERIOR COURT	LAWRENCE KILLORAN	87
1CS-3	LIEUTENANT GOVERNOR	CAMERON GHARABIKLOU	1
1CS-3	LIEUTENANT GOVERNOR	COLE HARRIS	23
1CS-3	LIEUTENANT GOVERNOR	DANNY THOMAS	2
1CS-3	LIEUTENANT GOVERNOR	DAVID FENNELL	21
1CS-3	LIEUTENANT GOVERNOR	DAVID R. HERNANDEZ	8
1CS-3	LIEUTENANT GOVERNOR	ED HERNANDEZ	15
1CS-3	LIEUTENANT GOVERNOR	ELENI KOUNALAKIS	19
1CS-3	LIEUTENANT GOVERNOR	GAYLE MCLAUGHLIN	3
1CS-3	LIEUTENANT GOVERNOR	JEFF BLEICH	8
1CS-3	LIEUTENANT GOVERNOR	LYDIA ORTEGA	9
1CS-3	LIEUTENANT GOVERNOR	TIM FERREIRA	3
1CS-3	MEMBER OF THE STATE ASSEMBLY	JIM WOOD	52
1CS-3	MEMBER OF THE STATE ASSEMBLY	MATT HEATH	64
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	BARRY CHANG	2
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	CATHLEEN GALGIANI	20
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	MALIA COHEN	22
1CS-3	MEMBER STATE BOARD OF EQUILIZATION	MARK BURNS	67
1CS-3	PROPOSITION 68	NO	69
1CS-3	PROPOSITION 68	YES	45
1CS-3	PROPOSITION 69	NO	19
1CS-3	PROPOSITION 69	YES	93
1CS-3	PROPOSITION 70	NO	76
1CS-3	PROPOSITION 70	YES	29
1CS-3	PROPOSITION 71	NO	32
1CS-3	PROPOSITION 71	YES	73
1CS-3	PROPOSITION 72	NO	23
1CS-3	PROPOSITION 72	YES	87
1CS-3	SECRETARY OF STATE	ALEX PADILLA	45
1CS-3	SECRETARY OF STATE	C.T. WEBER	1
1CS-3	SECRETARY OF STATE	ERIK RYDBERG	1
1CS-3	SECRETARY OF STATE	GAIL K. LIGHTFOOT	2
1CS-3	SECRETARY OF STATE	MARK P. MEUSER	50
1CS-3	SECRETARY OF STATE	MICHAEL FEINSTEIN	2
1CS-3	SECRETARY OF STATE	RAUL RODRIGUEZ JR	12
1CS-3	SECRETARY OF STATE	RUBEN MAJOR	3
1CS-3	SHERIFF, CORONER, PUBLIC ADMINISTRATOR	WILLIAM "BILLY" HONSAL	103
1CS-3	STATE SENATOR	MIKE MCGUIRE	69
1CS-3	STATE SENATOR	VERONICA "RONI" JACOBI	21
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	LILY (ESPINOZA) PLOSKI	16
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	MARSHALL TUCK	36
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	STEVEN IRELAND	12
1CS-3	SUPERINTENDENT OF PUBLIC INSTRUCTION	TONY K. THURMOND	38
1CS-3	SUPERINTENDENT OF SCHOOLS	CHRISTOPHER HARTLEY	78
1CS-3	TREASURER	FIONA MA	40
1CS-3	TREASURER	GREG CONLON	31
1CS-3	TREASURER	JACK M. GUERRERO	35
1CS-3	TREASURER	KEVIN AKIN	1
1CS-3	TREASURER	VIVEK VISWANATHAN	5
1CS-3	TREASURER-TAX COLLECTOR	JOHN BARTHOLOMEW	96
1CS-3	UNITED STATE REPRESENTATIVE	ANDY CAFFREY	3
1CS-3	UNITED STATE REPRESENTATIVE	DALE K. MENSING	57
1CS-3	UNITED STATE REPRESENTATIVE	JARED HUFFMAN	59
1CS-3	UNITED STATE SENATOR	ADRIENNE NICOLE EDWARDS	0
1CS-3	UNITED STATE SENATOR	ALISON HARTSON	1
1CS-3	UNITED STATE SENATOR	ARUN K. BHUMITRA	1
1CS-3	UNITED STATE SENATOR	COLLEEN SHEA FERNALD	0
1CS-3	UNITED STATE SENATOR	DAVID HILDEBRAND	0
1CS-3	UNITED STATE SENATOR	DAVID MOORE	0
1CS-3	UNITED STATE SENATOR	DERRICK MICHAEL REID	2
1CS-3	UNITED STATE SENATOR	DIANNE FEINSTEIN	35
1CS-3	UNITED STATE SENATOR	DON J. GRUNDMANN	1
1CS-3	UNITED STATE SENATOR	DONNIE O. TURNER	3
1CS-3	UNITED STATE SENATOR	DOUGLAS HOWARD PIERCE	1
1CS-3	UNITED STATE SENATOR	ERIN CRUZ	11
1CS-3	UNITED STATE SENATOR	GERALD PLUMMER	2
1CS-3	UNITED STATE SENATOR	HERBERT G. PETERS	0
1CS-3	UNITED STATE SENATOR	JAMES P. BRADLEY	20
1CS-3	UNITED STATE SENATOR	JASON M. HANANIA	0
1CS-3	UNITED STATE SENATOR	JERRY JOSEPH LAWS	3
1CS-3	UNITED STATE SENATOR	JOHN "JACK" CREW	2
1CS-3	UNITED STATE SENATOR	JOHN THOMPSON PARKER	1
1CS-3	UNITED STATE SENATOR	KEVIN DE LEON	10
1CS-3	UNITED STATE SENATOR	KEVIN MOTTUS	2
1CS-3	UNITED STATE SENATOR	LEE OLSON	0
1CS-3	UNITED STATE SENATOR	LING LING SHI	0
1CS-3	UNITED STATE SENATOR	MARIO NABLIBA	1
1CS-3	UNITED STATE SENATOR	MICHAEL FAHMY GIRGIS	0
1CS-3	UNITED STATE SENATOR	PAT HARRIS	1
1CS-3	UNITED STATE SENATOR	PATRICK LITTLE	1
1CS-3	UNITED STATE SENATOR	PAUL A. TAYLOR	11
1CS-3	UNITED STATE SENATOR	RASH BIHARI GHOSH	0
1CS-3	UNITED STATE SENATOR	ROQUE "ROCKY" DE LA FUENTE	3
1CS-3	UNITED STATE SENATOR	TIM GILDERSLEEVE	0
1CS-3	UNITED STATE SENATOR	TOM PALZER	6
1CS-4	ASSESSOR	MARI A. WILSON	92
1CS-4	ATTORNEY GENERAL	DAVE JONES	13
1CS-4	ATTORNEY GENERAL	ERIC EARLY	17
1CS-4	ATTORNEY GENERAL	STEVEN C. BAILEY	31
1CS-4	ATTORNEY GENERAL	XAVIER BECERRA	54
1CS-4	AUDITOR-CONTROLLER	KAREN PAZ DOMINGUEZ	45
1CS-4	AUDITOR-CONTROLLER	MIKE LORIG	61
1CS-4	CLERK, RECORDER, REGISTRAR OF VOTERS	KELLY E. SANDERS	95
1CS-4	CONTROLLER	BETTY T. YEE	66
1CS-4	CONTROLLER	KONSTANTINOS RODITIS	40
1CS-4	CONTROLLER	MARY LOU FINLEY	5
1CS-4	DISTRICT ATTORNEY	MAGGIE FLEMING	97
1CS-4	GOVERNOR	AKINYEMI AGBEDE	0
1CS-4	GOVERNOR	ALBERT CAESAR MEZZETTI	0
1CS-4	GOVERNOR	AMANDA RENTERIA	4
1CS-4	GOVERNOR	ANTONIO VILLARAIGOSA	3
1CS-4	GOVERNOR	CHRISTOPHER N. CARLSON	2
1CS-4	GOVERNOR	DELAINE EASTIN	8
1CS-4	GOVERNOR	DESMOND SILVEIRA	1
1CS-4	GOVERNOR	GAVIN NEWSOM	37
1CS-4	GOVERNOR	GLORIA ESTELA LA RIVA	1
1CS-4	GOVERNOR	HAKAN "HAWK" MIKADO	0
1CS-4	GOVERNOR	J. BRIBIESCA	1
1CS-4	GOVERNOR	JEFFREY EDWARD TAYLOR	0
1CS-4	GOVERNOR	JOHN CHIANG	6
1CS-4	GOVERNOR	JOHN H. COX	36
1CS-4	GOVERNOR	JOHNNY WATTENBURG	0
1CS-4	GOVERNOR	JOSH JONES	3
1CS-4	GOVERNOR	KLEMENT TINAJ	0
1CS-4	GOVERNOR	MICHAEL SHELLENBERGER	1
1CS-4	GOVERNOR	NICKOLAS WILDSTAR	0
1CS-4	GOVERNOR	PETER Y. LIU	0
1CS-4	GOVERNOR	ROBERT C. NEWMAN, II	0
1CS-4	GOVERNOR	ROBERT DAVIDSON GRIFFIS	0
1CS-4	GOVERNOR	SHUBHAM GOEL	0
1CS-4	GOVERNOR	THOMAS JEFFERSON CARES	0
1CS-4	GOVERNOR	TRAVIS ALLEN	12
1CS-4	GOVERNOR	YVONNE GIRARD	0
1CS-4	GOVERNOR	ZOLTAN ISTVAN	0
1CS-4	INSURANCE COMMISSIONER	ASIF MAHMOOD	18
1CS-4	INSURANCE COMMISSIONER	NATHALIE HRIZI	6
1CS-4	INSURANCE COMMISSIONER	RICARDO LARA	37
1CS-4	INSURANCE COMMISSIONER	STEVE POIZNER	36
